ID	publication	name	updated_fullname	taxonomy_source	rank_matched	matched	score	ott_id	ncbi_id	name_source	matched_id_in_source	updated_genus	updated_genus_ott_id	updated_genus_ncbi_id	updated_species	updated_species_ott_id	updated_species_ncbi_id	updated_subspecies	ott_accepted_name	ott_version	higher_source	domain	kingdom	phylum	subphylum	superclass	class	subclass	infraclass	superorder	order	suborder	infraorder	parvorder	superfamily	family	subfamily	tribe	subtribe	species subgroup	species group	subgenus	section	genus	subsection
737	rozen2006nesting	Monoeca haemorrhoi	Monoeca	OTT	genus	Monoeca	56	4529722		OTT	4529722	Monoeca	4529722						Monoeca	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Apidae									
738	rozen2006nesting	Protosiris gigas	Protosiris gigas	OTT	species	Protosiris gigas	100	4529855		OTT	4529855	Protosiris	4529850		gigas	4529855			Protosiris gigas	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Apidae									
739	mercer1976ovarian	Heteronychus arator	Heteronychus arator	OTT	species	Heteronychus arator	100	651221	295550	OTT	651221	Heteronychus	758663	207264	arator	651221	295550		Heteronychus arator	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Scarabaeiformia		Scarabaeoidea	Scarabaeidae	Rutelinae								
740	stringer1988female	Costelytra zealandia	Costelytra zealandica	OTT	species	Costelytra zealandica	98	1012021	50579	OTT	1012021	Costelytra	1012020	50578	zealandica	1012021	50579		Costelytra zealandica	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Scarabaeiformia		Scarabaeoidea	Scarabaeidae	Melolonthinae								
741	edmonds1974internal	Coprophanaeus lancifer	Coprophanaeus lancifer	OTT	species	Coprophanaeus lancifer	100	911375	206830	OTT	911375	Coprophanaeus	1008443	206694	lancifer	911375	206830		Coprophanaeus lancifer	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Scarabaeiformia		Scarabaeoidea	Scarabaeidae	Scarabaeinae								
742	browne1998evolution	Trichiinae	Trichiinae	OTT	subfamily	Trichiinae	100	1094131	174902	OTT	1094131								Trichiinae	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Scarabaeiformia		Scarabaeoidea	Scarabaeidae									
743	browne1998evolution	Osmoderma	Osmoderma	OTT	genus	Osmoderma	100	915380	174903	OTT	915380	Osmoderma	915380						Osmoderma	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Scarabaeiformia		Scarabaeoidea	Scarabaeidae	Cetoniinae								
744	kirk1990seasonal	Scarabaeidae	Scarabaeidae	OTT	family	Scarabaeidae	100	340559	7055	OTT	340559								Scarabaeidae	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Scarabaeiformia		Scarabaeoidea										
745	kirk1990seasonal	Geotrupidae	Geotrupidae	OTT	family	Geotrupidae	100	163818	110052	OTT	163818								Geotrupidae	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Scarabaeiformia		Scarabaeoidea										
746	diefenbach1998characterization	Phytalus sanctipauli	Phyllophaga	OTT	genus	Phytalus	57	426757	219349	OTT	426757	Phyllophaga	426757						Phyllophaga	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Scarabaeiformia		Scarabaeoidea	Scarabaeidae	Melolonthinae								
747	martinez1997coordinated	Copris incertus	Copris incertus	OTT	species	Copris incertus	100	3332924		OTT	3332924	Copris	765929	41145	incertus	3332924			Copris incertus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Scarabaeiformia		Scarabaeoidea	Scarabaeidae	Scarabaeinae	Coprini							
748	wagenhoff2014spring	Melolontha hippocastani	Melolontha hippocastani	OTT	species	Melolontha hippocastani	100	335117	903833	OTT	335117	Melolontha	1093501	7060	hippocastani	335117	903833		Melolontha hippocastani	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Scarabaeiformia		Scarabaeoidea	Scarabaeidae	Melolonthinae								
749	wagenhoff2014spring	Melolontha melolontha	Melolontha melolontha	OTT	species	Melolontha melolontha	100	1093496	7061	OTT	1093496	Melolontha	1093501	7060	melolontha	1093496	7061		Melolontha melolontha	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Scarabaeiformia		Scarabaeoidea	Scarabaeidae	Melolonthinae								
750	buning1979telotrophic	Curculionidae	Curculionidae	OTT	family	Curculionidae	100	852139	7042	OTT	852139								Curculionidae	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea										
751	buning1979telotrophic	Meloe proscarabeaus	Meloe proscarabaeus	OTT	species	Meloe proscarabaeus	95	321955	34751	OTT	321955	Meloe	321954	34750	proscarabaeus	321955	34751		Meloe proscarabaeus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Tenebrionoidea	Meloidae									
752	kuniata1992biology	Lepidiota reuleauxi	Lepidiota reuleauxi	OTT	species	Lepidiota reuleauxi	100	3335692		OTT	3335692	Lepidiota	1065558	207350	reuleauxi	3335692			Lepidiota reuleauxi	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Scarabaeiformia		Scarabaeoidea	Scarabaeidae	Melolonthinae								
753	lumbreras1991ovarian	Bubas bubalus	Bubas bubalus	OTT	species	Bubas bubalus	100	279033	166340	OTT	279033	Bubas	328987	166325	bubalus	279033	166340		Bubas bubalus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Scarabaeiformia		Scarabaeoidea	Scarabaeidae	Scarabaeinae								
754	klemperer1983subsocial	Oniticellus cinctus	Oniticellus cinctus	OTT	species	Oniticellus cinctus	100	3332199	1849561	OTT	3332199	Oniticellus	457522	206900	cinctus	3332199	1849561		Oniticellus cinctus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Scarabaeiformia		Scarabaeoidea	Scarabaeidae	Scarabaeinae								
755	ramirez2008ovariole	Dactylopius coccus	Dactylopius coccus	OTT	species	Dactylopius coccus	100	765295	765876	OTT	765295	Dactylopius	737966	38116	coccus	765295	765876		Dactylopius coccus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Sternorrhyncha			Coccoidea	Dactylopiidae									
756	ramirez2008ovariole	Orthezia curticae	Arctorthezia cataphracta	OTT	species	Orthezia urticae	97	3445140		OTT	3445140	Arctorthezia	3445170		cataphracta	3445140			Arctorthezia cataphracta	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Sternorrhyncha			Coccoidea	Ortheziidae									
757	ramirez2008ovariole	Dysmicoccus newsteadi	Trionymus newsteadi	OTT	species	Dysmicoccus newsteadi	100	3442033		OTT	3442033	Trionymus	10929	249574	newsteadi	3442033			Trionymus newsteadi	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Sternorrhyncha			Coccoidea	Pseudococcidae									
758	ramirez2008ovariole	Kermes quercus	Kermes quercus	OTT	species	Kermes quercus	100	71112	1242895	OTT	71112	Kermes	585108	535997	quercus	71112	1242895		Kermes quercus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Sternorrhyncha			Coccoidea	Kermesidae									
759	ramirez2008ovariole	Eriococcus buxi	Eriococcus buxi	OTT	species	Eriococcus buxi	100	385227	308492	OTT	385227	Eriococcus	910479	308483	buxi	385227	308492		Eriococcus buxi	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Sternorrhyncha			Coccoidea	Eriococcidae									
760	ramirez2008ovariole	Gossyparia spuria	Eriococcus spurius	OTT	species	Gossyparia spuria	100	160451	308642	OTT	160451	Eriococcus	910479	308483	spurius	160451	308642		Eriococcus spurius	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Sternorrhyncha			Coccoidea	Eriococcidae									
761	ramirez2008ovariole	Cryptococcus fagisuga	Cryptococcus fagisuga	OTT	species	Cryptococcus fagisuga	100	119170	347678	OTT	119170	Cryptococcus	355113	79213	fagisuga	119170	347678		Cryptococcus fagisuga	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Sternorrhyncha			Coccoidea	Eriococcidae									
762	ramirez2008ovariole	Pseudochermes fraxini	Pseudochermes fraxini	OTT	species	Pseudochermes fraxini	100	536791	347683	OTT	536791	Pseudochermes	536790	347682	fraxini	536791	347683		Pseudochermes fraxini	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Sternorrhyncha			Coccoidea	Eriococcidae									
763	ramirez2008ovariole	Porphyrophora polonica	Porphyrophora polonica	OTT	species	Porphyrophora polonica	100	4191384		OTT	4191384	Porphyrophora	4191364		polonica	4191384			Porphyrophora polonica	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Sternorrhyncha			Coccoidea	Margarodidae									
764	martinez1998effects	Canthon cyanellus cyanellus	Canthon	OTT	genus	Canthon	41	436496	206809	OTT	436496	Canthon	436496						Canthon	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Scarabaeiformia		Scarabaeoidea	Scarabaeidae	Scarabaeinae	Canthonini							
765	sato1987nesting	Kheper platynotus	Kheper platynotus	OTT	species	Kheper platynotus	100	3328219		OTT	3328219	Kheper	73363	205298	platynotus	3328219			Kheper platynotus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Scarabaeiformia		Scarabaeoidea	Scarabaeidae	Scarabaeinae	Scarabaeini							
766	klemperer1986life	Copris laeviceps	Copris laeviceps	OTT	species	Copris laeviceps	100	538220	206734	OTT	538220	Copris	765929	41145	laeviceps	538220	206734		Copris laeviceps	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Scarabaeiformia		Scarabaeoidea	Scarabaeidae	Scarabaeinae	Coprini							
767	bellinger1985interspecific	Appalachia hebardi	Appalachia hebardi	OTT	species	Appalachia hebardi	100	703165	180203	OTT	703165	Appalachia	914828	180202	hebardi	703165	180203		Appalachia hebardi	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Orthopteroidea		Orthoptera	Caelifera			Acridoidea	Acrididae	Melanoplinae	Podismini							
768	bellinger1985interspecific	Melanoplus virides	Melanoplus viridipes	OTT	species	Melanoplus viridipes	95	3499453		OTT	3499453	Melanoplus	507571	30252	viridipes	3499453			Melanoplus viridipes	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Orthopteroidea		Orthoptera	Caelifera			Acridoidea	Acrididae	Melanoplinae	Melanoplini							
769	bellinger1985interspecific	Melanoplus	Melanoplus	OTT	genus	Melanoplus	100	507571	30252	OTT	507571	Melanoplus	507571						Melanoplus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Orthopteroidea		Orthoptera	Caelifera			Acridoidea	Acrididae	Melanoplinae	Melanoplini							
770	bellinger1985interspecific	Melanoplus scudderi	Melanoplus scudderi	OTT	species	Melanoplus scudderi	100	605974	103653	OTT	605974	Melanoplus	507571	30252	scudderi	605974	103653		Melanoplus scudderi	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Orthopteroidea		Orthoptera	Caelifera			Acridoidea	Acrididae	Melanoplinae	Melanoplini							
771	bellinger1985interspecific	Melanoplus keeleri	Melanoplus keeleri	OTT	species	Melanoplus keeleri	100	84279	103646	OTT	84279	Melanoplus	507571	30252	keeleri	84279	103646		Melanoplus keeleri	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Orthopteroidea		Orthoptera	Caelifera			Acridoidea	Acrididae	Melanoplinae	Melanoplini							
772	bellinger1985interspecific	Melanoplus	Melanoplus	OTT	genus	Melanoplus	100	507571	30252	OTT	507571	Melanoplus	507571						Melanoplus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Orthopteroidea		Orthoptera	Caelifera			Acridoidea	Acrididae	Melanoplinae	Melanoplini							
773	bellinger1985interspecific	Melanoplus sanguinipes vulturnus	Melanoplus sanguinipes vulturnus	OTT	subspecies	Melanoplus sanguinipes vulturnus	100	634392	190150	OTT	634392	Melanoplus	507571	30252	sanguinipes	917733	190150	vulturnus	Melanoplus sanguinipes vulturnus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Orthopteroidea		Orthoptera	Caelifera			Acridoidea	Acrididae	Melanoplinae	Melanoplini							
774	bellinger1985interspecific	Melanoplus	Melanoplus	OTT	genus	Melanoplus	100	507571	30252	OTT	507571	Melanoplus	507571						Melanoplus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Orthopteroidea		Orthoptera	Caelifera			Acridoidea	Acrididae	Melanoplinae	Melanoplini							
775	bellinger1985interspecific	Melanoplus punctulatus punctulatus	Melanoplus	OTT	genus	Melanoplus	45	507571	30252	OTT	507571	Melanoplus	507571						Melanoplus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Orthopteroidea		Orthoptera	Caelifera			Acridoidea	Acrididae	Melanoplinae	Melanoplini							
776	bellinger1985interspecific	Melanoplus femurrubum femurrubum	Melanoplus	OTT	genus	Melanoplus	48	507571	30252	OTT	507571	Melanoplus	507571						Melanoplus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Orthopteroidea		Orthoptera	Caelifera			Acridoidea	Acrididae	Melanoplinae	Melanoplini							
777	bellinger1985interspecific	Melanoplus spretus	Melanoplus spretus	OTT	species	Melanoplus spretus	100	179801	180214	OTT	179801	Melanoplus	507571	30252	spretus	179801	180214		Melanoplus spretus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Orthopteroidea		Orthoptera	Caelifera			Acridoidea	Acrididae	Melanoplinae	Melanoplini							
778	bellinger1985interspecific	Melanoplus bivittatus	Melanoplus bivittatus	OTT	species	Melanoplus bivittatus	100	658730	103633	OTT	658730	Melanoplus	507571	30252	bivittatus	658730	103633		Melanoplus bivittatus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Orthopteroidea		Orthoptera	Caelifera			Acridoidea	Acrididae	Melanoplinae	Melanoplini							
779	bellinger1985interspecific	Melanoplus diffentiatis	Melanoplus differentialis	OTT	species	Melanoplus differentialis	92	507565	30253	OTT	507565	Melanoplus	507571	30252	differentialis	507565	30253		Melanoplus differentialis	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Orthopteroidea		Orthoptera	Caelifera			Acridoidea	Acrididae	Melanoplinae	Melanoplini							
780	smith1964ovarioles	Melanoplus sanguinipes	Melanoplus sanguinipes	OTT	species	Melanoplus sanguinipes	100	917733	65742	OTT	917733	Melanoplus	507571	30252	sanguinipes	917733	65742		Melanoplus sanguinipes	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Orthopteroidea		Orthoptera	Caelifera			Acridoidea	Acrididae	Melanoplinae	Melanoplini							
781	smith1964ovarioles	Melanoplus bivittatus	Melanoplus bivittatus	OTT	species	Melanoplus bivittatus	100	658730	103633	OTT	658730	Melanoplus	507571	30252	bivittatus	658730	103633		Melanoplus bivittatus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Orthopteroidea		Orthoptera	Caelifera			Acridoidea	Acrididae	Melanoplinae	Melanoplini							
782	smith1964ovarioles	Camnula pellucida	Camnula pellucida	OTT	species	Camnula pellucida	100	32610	37261	OTT	32610	Camnula	32613	37260	pellucida	32610	37261		Camnula pellucida	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Orthopteroidea		Orthoptera	Caelifera			Acridoidea	Acrididae	Oedipodinae								
783	united1878first	Melanoplus femurrubum femurrubum	Melanoplus	OTT	genus	Melanoplus	48	507571	30252	OTT	507571	Melanoplus	507571						Melanoplus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Orthopteroidea		Orthoptera	Caelifera			Acridoidea	Acrididae	Melanoplinae	Melanoplini							
785	wojcik1977fire	Myrmecaphodius excavaticollis	Myrmecaphodius	OTT	genus	Myrmecaphodius	65	4637072		OTT	4637072	Myrmecaphodius	4637072						Myrmecaphodius	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Scarabaeiformia		Scarabaeoidea	Scarabaeidae	Aphodiinae								
786	wojcik1977fire	Euparia castanea	Euparia castanea	OTT	species	Euparia castanea	100	4636653		OTT	4636653	Euparia	4636647		castanea	4636653			Euparia castanea	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Scarabaeiformia		Scarabaeoidea	Scarabaeidae	Aphodiinae								
787	higley1986morphology	Cicindela repanda	Cicindela repanda	OTT	species	Cicindela repanda	100	321543	48620	OTT	321543	Cicindela	724018	27452	repanda	321543	48620		Cicindela repanda	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Adephaga			Caraboidea	Carabidae	Cicindelinae	Cicindelini				Cicindela subgenus Cicindela			
789	rouibah2016molecular	Calliptus barbarus																		ott3.0draft6																									
790	gardner1989revision	Stigmodera cancellata	Stigmodera	OTT	genus	Stigmodera	65	3416150	1580770	OTT	3416150	Stigmodera	3416150						Stigmodera	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Elateriformia		Buprestoidea	Buprestidae	Buprestinae								
791	gardner1989revision	Stigmodera gratiosa	Stigmodera	OTT	genus	Stigmodera	69	3416150	1580770	OTT	3416150	Stigmodera	3416150						Stigmodera	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Elateriformia		Buprestoidea	Buprestidae	Buprestinae								
792	gardner1989revision	Stigmodera maculaira	Stigmodera macularia	OTT	species	Stigmodera macularia	95	3417570	1580771	OTT	3417570	Stigmodera	3416150	1580770	macularia	3417570	1580771		Stigmodera macularia	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Elateriformia		Buprestoidea	Buprestidae	Buprestinae								
793	gardner1989revision	Stigmodera porosa	Stigmodera	OTT	genus	Stigmodera	74	3416150	1580770	OTT	3416150	Stigmodera	3416150						Stigmodera	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Elateriformia		Buprestoidea	Buprestidae	Buprestinae								
794	gardner1989revision	Stigmodera roei	Stigmodera	OTT	genus	Stigmodera	80	3416150	1580770	OTT	3416150	Stigmodera	3416150						Stigmodera	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Elateriformia		Buprestoidea	Buprestidae	Buprestinae								
795	gardner1989revision	Stigmodera sanguinosa	Stigmodera	OTT	genus	Stigmodera	65	3416150	1580770	OTT	3416150	Stigmodera	3416150						Stigmodera	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Elateriformia		Buprestoidea	Buprestidae	Buprestinae								
796	gardner1989revision	Themognatha alternata	Temognatha alternata	OTT	species	Temognatha alternata	98	3416587		OTT	3416587	Temognatha	3416042		alternata	3416587			Temognatha alternata	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Elateriformia		Buprestoidea	Buprestidae									
797	gardner1989revision	Themognatha barbiventris	Temognatha barbiventris	OTT	species	Temognatha barbiventris	98	3416583		OTT	3416583	Temognatha	3416042		barbiventris	3416583			Temognatha barbiventris	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Elateriformia		Buprestoidea	Buprestidae									
798	gardner1989revision	Themognatha bonvouloiri	Temognatha bonvouloirii	OTT	species	Temognatha bonvouloirii	96	3417426		OTT	3417426	Temognatha	3416042		bonvouloirii	3417426			Temognatha bonvouloirii	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Elateriformia		Buprestoidea	Buprestidae									
799	gardner1989revision	Themognatha chevrolati	Temognatha chevrolatii	OTT	species	Temognatha chevrolatii	95	3416275		OTT	3416275	Temognatha	3416042		chevrolatii	3416275			Temognatha chevrolatii	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Elateriformia		Buprestoidea	Buprestidae									
800	gardner1989revision	Themognatha donovani	Temognatha donovani	OTT	species	Temognatha donovani	97	3416963		OTT	3416963	Temognatha	3416042		donovani	3416963			Temognatha donovani	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Elateriformia		Buprestoidea	Buprestidae									
