ID	publication	name	updated_fullname	taxonomy_source	rank_matched	matched	score	ott_id	ncbi_id	name_source	matched_id_in_source	updated_genus	updated_genus_ott_id	updated_genus_ncbi_id	updated_species	updated_species_ott_id	updated_species_ncbi_id	updated_subspecies	ott_accepted_name	ott_version	higher_source	domain	kingdom	phylum	subphylum	superclass	class	subclass	infraclass	superorder	order	suborder	infraorder	parvorder	superfamily	family	subfamily	tribe	subtribe	species subgroup	species group	subgenus	section	genus	subsection
664	robertson1961ovariole	Sitona lepidus	Sitona lepidus	OTT	species	Sitona lepidus	100	406125	878987	OTT	406125	Sitona	736754	122856	lepidus	406125	878987		Sitona lepidus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae	Entiminae	Sitonini							
665	robertson1961ovariole	Sitona scissifrons	Sitona scissifrons	OTT	species	Sitona scissifrons	100	3410335		OTT	3410335	Sitona	736754	122856	scissifrons	3410335			Sitona scissifrons	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae	Entiminae	Sitonini							
666	robertson1961ovariole	Hypera punctata	Hypera punctata	OTT	species	Hypera punctata	100	157960	36758	OTT	157960	Hypera	157945	36756	punctata	157960	36758		Hypera punctata	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae	Hyperinae								
667	robertson1961ovariole	Hypera nigrirostris	Hypera nigrirostris	OTT	species	Hypera nigrirostris	100	472275	298156	OTT	472275	Hypera	157945	36756	nigrirostris	472275	298156		Hypera nigrirostris	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae	Hyperinae								
668	robertson1961ovariole	Phytonomus	Phytonomus	OTT	genus	Phytonomus	100	4607750		OTT	4607750	Phytonomus	4607750						Phytonomus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae									
669	robertson1961ovariole	Hylobius abietis	Hylobius abietis	OTT	species	Hylobius abietis	100	273894	201999	OTT	273894	Hylobius	530575	201998	abietis	273894	201999		Hylobius abietis	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae	Molytinae	Hylobiini							
670	robertson1961ovariole	Hylobius	Hylobius	OTT	genus	Hylobius	100	530575	201998	OTT	530575	Hylobius	530575						Hylobius	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae	Molytinae	Hylobiini							
671	robertson1961ovariole	Dorytomus	Dorytomus	OTT	genus	Dorytomus	100	810218	201901	OTT	810218	Dorytomus	810218						Dorytomus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Brachyceridae	Erirhininae								
672	robertson1961ovariole	Curculio	Curculio	OTT	genus	Curculio	100	764283	13024	OTT	764283	Curculio	764283						Curculio	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae	Curculioninae	Curculionini							
673	robertson1961ovariole	Cionus	Cionus	OTT	genus	Cionus	100	784214	201873	OTT	784214	Cionus	784214						Cionus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae	Cioninae								
674	robertson1961ovariole	Anthonomus pomorum	Anthonomus pomorum	OTT	species	Anthonomus pomorum	100	102012	201758	OTT	102012	Anthonomus	865248	7043	pomorum	102012	201758		Anthonomus pomorum	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae	Curculioninae	Anthonomini							
675	robertson1961ovariole	Anthonomus grandis	Anthonomus grandis	OTT	species	Anthonomus grandis	100	865236	7044	OTT	865236	Anthonomus	865248	7043	grandis	865236	7044		Anthonomus grandis	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae	Curculioninae	Anthonomini							
676	robertson1961ovariole	Gymnetron antirrhini	Rhinusa antirrhini	OTT	species	Gymnetron antirrhini	100	163907	526595	OTT	163907	Rhinusa	963175	478190	antirrhini	163907	526595		Rhinusa antirrhini	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae	Curculioninae	Mecinini							
677	robertson1961ovariole	Cleonus	Cleonus	OTT	genus	Cleonus	100	494972	201877	OTT	494972	Cleonus	494972						Cleonus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae	Cleoninae								
678	robertson1961ovariole	Lixus	Lixus	OTT	genus	Lixus	100	59484	122886	OTT	59484	Lixus	59484						Lixus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae	Lixinae								
679	robertson1961ovariole	Cossonus linearis	Cossonus linearis	OTT	species	Cossonus linearis	100	344709	201892	OTT	344709	Cossonus	213065	122828	linearis	344709	201892		Cossonus linearis	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae	Cossoninae								
680	robertson1961ovariole	Pentarthrum huttoni	Pentarthrum	OTT	genus	Pentarthrum	73	648590	440705	OTT	648590	Pentarthrum	648590						Pentarthrum	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae	Cossoninae								
681	robertson1961ovariole	Caulotrupis aeneopiceus	Caulotrupis	OTT	genus	Caulotrupis	65	4612577		OTT	4612577	Caulotrupis	4612577						Caulotrupis	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae									
682	robertson1961ovariole	Eremotes elongatus	Eremotes	OTT	genus	Eremotes	62	4614276		OTT	4614276	Eremotes	4614276						Eremotes	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae									
683	robertson1961ovariole	Eremotes porcatus	Eremotes	OTT	genus	Eremotes	64	4614276		OTT	4614276	Eremotes	4614276						Eremotes	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae									
684	robertson1961ovariole	Sitophilus granarius	Sitophilus granarius	OTT	species	Sitophilus granarius	100	865241	7046	OTT	865241	Sitophilus	865235	7045	granarius	865241	7046		Sitophilus granarius	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae	Dryophthorinae								
685	robertson1961ovariole	Sitophilus oryzae	Sitophilus oryzae	OTT	species	Sitophilus oryzae	100	865254	7048	OTT	865254	Sitophilus	865235	7045	oryzae	865254	7048		Sitophilus oryzae	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae	Dryophthorinae								
686	robertson1961ovariole	Calendra parvula	Calendra	OTT	genus	Calendra	67	4606991		OTT	4606991	Calendra	4606991						Calendra	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae	Dryophthorinae								
687	robertson1961ovariole	Scolytus	Scolytus	OTT	genus	Scolytus	100	134795	159923	OTT	134795	Scolytus	134795						Scolytus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae	Scolytinae								
688	robertson1961ovariole	Scolytus scolytus	Scolytus scolytus	OTT	species	Scolytus scolytus	100	384053	1002013	OTT	384053	Scolytus	134795	159923	scolytus	384053	1002013		Scolytus scolytus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae	Scolytinae								
689	robertson1961ovariole	Leperisinus fraxini	Hylesinus fraxini	OTT	species	Leperisinus fraxini	100	887825	760203	OTT	887825	Hylesinus	469776	141157	fraxini	887825	760203		Hylesinus fraxini	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae	Scolytinae								
690	robertson1961ovariole	Blastophagus piniperda	Tomicus piniperda	OTT	species	Blastophagus piniperda	100	363101	143020	OTT	363101	Tomicus	447994	55977	piniperda	363101	143020		Tomicus piniperda	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae	Scolytinae								
691	robertson1961ovariole	Hylesinus piniperda	Hylesinus	OTT	genus	Hylesinus	64	469776	141157	OTT	469776	Hylesinus	469776						Hylesinus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae	Scolytinae								
692	robertson1961ovariole	Hylastes	Hylastes	OTT	genus	Hylastes	100	924225	141064	OTT	924225	Hylastes	924225						Hylastes	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae	Scolytinae								
693	robertson1961ovariole	Dendroctonus monticolae	Dendroctonus	OTT	genus	Dendroctonus	69	541438	77156	OTT	541438	Dendroctonus	541438						Dendroctonus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae	Scolytinae								
694	robertson1961ovariole	Phloeosinus bicolor	Phloeosinus	OTT	genus	Phloeosinus	73	520100	141172	OTT	520100	Phloeosinus	520100						Phloeosinus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae	Scolytinae								
695	robertson1961ovariole	Phloeosinus canadensis	Phloeosinus canadensis	OTT	species	Phloeosinus canadensis	100	3409664	1896616	OTT	3409664	Phloeosinus	520100	141172	canadensis	3409664	1896616		Phloeosinus canadensis	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae	Scolytinae								
696	robertson1961ovariole	Ips typographus	Ips typographus	OTT	species	Ips typographus	100	720707	55986	OTT	720707	Ips	447998	55979	typographus	720707	55986		Ips typographus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae	Scolytinae								
697	robertson1961ovariole	Ips perturbartus	Ips perturbatus	OTT	species	Ips perturbatus	97	983269	102845	OTT	983269	Ips	447998	55979	perturbatus	983269	102845		Ips perturbatus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae	Scolytinae								
698	robertson1961ovariole	Pityogenes chalcographus	Pityogenes chalcographus	OTT	species	Pityogenes chalcographus	100	136319	385523	OTT	136319	Pityogenes	553643	102855	chalcographus	136319	385523		Pityogenes chalcographus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae	Scolytinae								
699	robertson1961ovariole	Pityogenes hopkinsi	Pityogenes hopkinsi	OTT	species	Pityogenes hopkinsi	100	457235	102858	OTT	457235	Pityogenes	553643	102855	hopkinsi	457235	102858		Pityogenes hopkinsi	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae	Scolytinae								
701	robertson1961ovariole	Xylechinus piosus	Xylechinus pilosus	OTT	species	Xylechinus pilosus	97	953703	1220369	OTT	953703	Xylechinus	993218	1220366	pilosus	953703	1220369		Xylechinus pilosus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae	Scolytinae								
702	buning1979trophic	Scaphidum quadrimaculatum	Scaphidium quadrimaculatum	OTT	species	Scaphidium quadrimaculatum	98	994051	295644	OTT	994051	Scaphidium	994062	295643	quadrimaculatum	994051	295644		Scaphidium quadrimaculatum	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Staphyliniformia		Staphylinoidea	Staphylinidae	Scaphidiinae								
703	buning1979trophic	Helophorus aquaticus	Helophorus aquaticus	OTT	species	Helophorus aquaticus	100	106969	290631	OTT	106969	Helophorus	556567	154135	aquaticus	106969	290631		Helophorus aquaticus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Staphyliniformia		Hydrophiloidea	Helophoridae									
704	buning1979trophic	Hydrobius fuscipes	Hydrobius fuscipes	OTT	species	Hydrobius fuscipes	100	474933	290645	OTT	474933	Hydrobius	474935	290644	fuscipes	474933	290645		Hydrobius fuscipes	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Staphyliniformia		Hydrophiloidea	Hydrophilidae	Hydrophilinae								
705	buning1979trophic	Cercyon haemorrhoidales	Cercyon haemorrhoidalis	OTT	species	Cercyon haemorrhoidalis	96	724866	877898	OTT	724866	Cercyon	867939	41103	haemorrhoidalis	724866	877898		Cercyon haemorrhoidalis	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Staphyliniformia		Hydrophiloidea	Hydrophilidae	Sphaeridiinae								
706	buning1979trophic	Sphaeridium scarabaeoides	Sphaeridium scarabaeoides	OTT	species	Sphaeridium scarabaeoides	100	129518	295564	OTT	129518	Sphaeridium	474937	290648	scarabaeoides	129518	295564		Sphaeridium scarabaeoides	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Staphyliniformia		Hydrophiloidea	Hydrophilidae	Sphaeridiinae								
707	buning1979trophic	Tachyporus obtusus	Tachyporus obtusus	OTT	species	Tachyporus obtusus	100	722098	346863	OTT	722098	Tachyporus	765939	41148	obtusus	722098	346863		Tachyporus obtusus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Staphyliniformia		Staphylinoidea	Staphylinidae	Tachyporinae								
708	buning1979trophic	Silpha obscura	Silpha obscura	OTT	species	Silpha obscura	100	3710	290670	OTT	3710	Silpha	915383	174900	obscura	3710	290670		Silpha obscura	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Staphyliniformia		Staphylinoidea	Silphidae	Silphinae								
709	buning1979trophic	Phosphuga atrata	Phosphuga atrata	OTT	species	Phosphuga atrata	100	945486	414934	OTT	945486	Phosphuga	945491	414933	atrata	945486	414934		Phosphuga atrata	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Staphyliniformia		Staphylinoidea	Silphidae	Silphinae								
710	buning1979trophic	Elmis maugei	Elmis maugei	OTT	species	Elmis maugei	100	5071381		OTT	5071381	Elmis	891374	186981	maugei	5071381			Elmis maugei	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Elateriformia		Byrrhoidea	Elmidae	Elminae								
711	buning1979trophic	Sericus brunneus	Sericus brunneus	OTT	species	Sericus brunneus	100	3412194	1553737	OTT	3412194	Sericus	372612	341403	brunneus	3412194	1553737		Sericus brunneus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Elateriformia		Elateroidea	Elateridae	Elaterinae								
712	buning1979trophic	Psilothrix cyanaeus	Psilothrix viridicoerulea	OTT	species	Psilothrix cyaneus	97	6234036		OTT	6234036	Psilothrix	724876	295697	viridicoerulea	6234036			Psilothrix viridicoerulea	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Cleroidea	Melyridae	Dasytinae								
713	buning1979trophic	Hedobia imperialis	Ptinomorphus imperialis	OTT	species	Hedobia imperialis	100	3324471	1586628	OTT	3324471	Ptinomorphus	4593382	1586627	imperialis	3324471	1586628		Ptinomorphus imperialis	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Bostrichiformia		Bostrichoidea	Anobiidae									
714	buning1979trophic	Aphodius prodomus	Aphodius prodromus	OTT	species	Aphodius prodromus	97	112526	207197	OTT	112526	Aphodius	378237	166307	prodromus	112526	207197		Aphodius prodromus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Scarabaeiformia		Scarabaeoidea	Scarabaeidae	Aphodiinae					Melinopterus			
715	buning1979trophic	Coccinella septempunctata	Coccinella septempunctata	OTT	species	Coccinella septempunctata	100	343294	41139	OTT	343294	Coccinella	343293	41138	septempunctata	343294	41139		Coccinella septempunctata	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Cucujoidea	Coccinellidae	Coccinellinae								
716	buning1979trophic	Coccidula scutellata	Coccidula scutellata	OTT	species	Coccidula scutellata	100	395301	877916	OTT	395301	Coccidula	629404	115344	scutellata	395301	877916		Coccidula scutellata	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Cucujoidea	Coccinellidae	Coccidulinae								
717	buning1979trophic	Ischnomera coerulea	Ischnomera caerulea	OTT	species	Ischnomera coerulea	100	48824	295983	OTT	48824	Ischnomera	48827	295982	caerulea	48824	295983		Ischnomera caerulea	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Tenebrionoidea	Oedemeridae									
718	buning1979trophic	Meloe proscarabeus	Meloe	OTT	genus	Meloe	43	321954	34750	OTT	321954	Meloe	321954						Meloe	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Tenebrionoidea	Meloidae									
719	buning1979trophic	Mylabris variabilis	Mylabris variabilis	OTT	species	Mylabris variabilis	100	573158	268459	OTT	573158	Mylabris	765146	268452	variabilis	573158	268459		Mylabris variabilis	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Tenebrionoidea	Meloidae									
720	buning1979trophic	Anaspis frontalis	Anaspis frontalis	OTT	species	Anaspis frontalis	100	963793	433021	OTT	963793	Anaspis	621624	295994	frontalis	963793	433021		Anaspis frontalis	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Tenebrionoidea		Scraptiidae								
721	buning1979trophic	Isomira murina	Isomira murina	OTT	species	Isomira murina	100	412758	878045	OTT	412758	Isomira	66097	700428	murina	412758	878045		Isomira murina	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Tenebrionoidea	Tenebrionidae	Cteniopodinae								
722	buning1979trophic	Pimelia costata	Pimelia costata	OTT	species	Pimelia costata	100	380880	97688	OTT	380880	Pimelia	688246	45446	costata	380880	97688		Pimelia costata	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Tenebrionoidea	Tenebrionidae									
723	buning1979trophic	Blabs mortisaga	Blaps	OTT	genus	Blaps	40	827911	197343	OTT	827911	Blaps	827911						Blaps	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Tenebrionoidea	Tenebrionidae	Tenebrioninae								
724	buning1979trophic	Byturus tomentosus	Byturus tomentosus	OTT	species	Byturus tomentosus	100	796619	153020	OTT	796619	Byturus	323125	153016	tomentosus	796619	153020		Byturus tomentosus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Cucujoidea	Byturidae									
725	buning1979trophic	Uleiota planata	Uleiota planata	OTT	species	Uleiota planata	100	722145	346868	OTT	722145	Uleiota	455971	245894	planata	722145	346868		Uleiota planata	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Cucujoidea	Silvanidae									
726	buning1979trophic	Gaurotes virginea	Gaurotes virginea	OTT	species	Gaurotes virginea	100	506075	131647	OTT	506075	Gaurotes	506076	131646	virginea	506075	131647		Gaurotes virginea	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Chrysomeloidea	Cerambycidae	Lepturinae	Rhagiini							
727	buning1979trophic	Gaotroidea viridula	Gastrophysa	OTT	genus	Gastroidea	62	535615	154013	OTT	535615	Gastrophysa	535615						Gastrophysa	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Chrysomeloidea	Chrysomelidae	Chrysomelinae	Chrysomelini							
728	buning1979trophic	Chrysomela staphylea	Chrysomela	OTT	genus	Chrysomela	67	918387	41127	OTT	918387	Chrysomela	918387						Chrysomela	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Chrysomeloidea	Chrysomelidae	Chrysomelinae	Chrysomelini							
729	buning1979trophic	Leptinotarsa decemlineata	Leptinotarsa decemlineata	OTT	species	Leptinotarsa decemlineata	100	185597	7539	OTT	185597	Leptinotarsa	30409	7538	decemlineata	185597	7539		Leptinotarsa decemlineata	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Chrysomeloidea	Chrysomelidae	Chrysomelinae	Doryphorini							
730	buning1979trophic	Aphthona nonstriata	Aphthona nonstriata	OTT	species	Aphthona nonstriata	100	290118	346708	OTT	290118	Aphthona	980412	217225	nonstriata	290118	346708		Aphthona nonstriata	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Chrysomeloidea	Chrysomelidae	Galerucinae	Alticini	Aphthonina						
731	buning1979trophic	Bruchideus obtectus	Bruchidius	OTT	genus	Bruchidius	62	190027	64388	OTT	190027	Bruchidius	190027						Bruchidius	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Chrysomeloidea	Chrysomelidae	Bruchinae	Bruchini							
732	buning1979trophic	Ips sexdentatus	Ips sexdentatus	OTT	species	Ips sexdentatus	100	720712	55985	OTT	720712	Ips	447998	55979	sexdentatus	720712	55985		Ips sexdentatus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae	Scolytinae								
733	buning1979trophic	Phyllobius urticae	Phyllobius pomaceus	OTT	species	Phyllobius urticae	100	234405	346826	OTT	234405	Phyllobius	817296	41160	pomaceus	234405	346826		Phyllobius pomaceus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Curculionoidea	Curculionidae	Entiminae	Phyllobiini							
734	ghoneim2013embryonic	Meloe proscarabeus	Meloe	OTT	genus	Meloe	43	321954	34750	OTT	321954	Meloe	321954						Meloe	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Tenebrionoidea	Meloidae									
736	murad1980histomorphology	Hippobosca maculata	Hippobosca variegata	OTT	species	Hippobosca maculata	100	4390918		OTT	4390918	Hippobosca	289866	452745	variegata	4390918			Hippobosca variegata	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Diptera	Brachycera	Muscomorpha		Hippoboscoidea	Hippoboscidae	Hippoboscinae						Schizophora		
